command,intent,target_type,attribute,spatial_relation,spatial_reference,position,intent_id,target_type_id,attribute_id,spatial_relation_id,position_id
delete blue button to the right of the login,delete,button,blue,right_of,login,NONE,3,1,2,5,3
open button above the settings,open,button,NONE,above,settings,NONE,5,1,0,1,3
scroll down to text to the left of the address,scroll,text,NONE,left_of,address,NONE,7,9,0,3,3
tap the 1st button below the address,tap,button,NONE,below,address,1st,8,1,0,2,0
select checkbox below the profile,click,checkbox,NONE,below,profile,NONE,1,2,0,2,3
paste white text,paste,text,white,NONE,NONE,NONE,6,9,9,0,3
long-press pink text,long-press,text,pink,NONE,NONE,NONE,4,9,6,0,3
tap the 1st checkbox to the left of the profile,tap,checkbox,NONE,left_of,profile,1st,8,2,0,3,0
launch the 1st yellow icon to the right of the cart,open,icon,yellow,right_of,cart,1st,5,3,10,5,0
click on switch,click,switch,NONE,NONE,NONE,NONE,1,7,0,0,3
long-press image to the left of the help,long-press,image,NONE,left_of,help,NONE,4,4,0,3,3
open tab below the notifications,open,tab,NONE,below,notifications,NONE,5,8,0,2,3
copy the 1st orange text next to the checkout,copy,text,orange,next_to,checkout,1st,2,9,5,4,0
copy text to the right of the home,copy,text,NONE,right_of,home,NONE,2,9,0,5,3
launch button below the first email,open,button,NONE,below,first email,NONE,5,1,0,2,3
press and hold the 1st image next to the profile,long-press,image,NONE,next_to,profile,1st,4,4,0,4,0
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
tap link above the menu,tap,link,NONE,above,menu,NONE,8,5,0,1,3
scroll to text to the right of the first email,scroll,text,NONE,right_of,first email,NONE,7,9,0,5,3
copy text to the right of the notifications,copy,text,NONE,right_of,notifications,NONE,2,9,0,5,3
tap on tab next to the search,tap,tab,NONE,next_to,search,NONE,8,8,0,4,3
scroll to green menu,scroll,menu,green,NONE,NONE,NONE,7,6,4,0,3
remove the 1st button,delete,button,NONE,NONE,NONE,1st,3,1,0,0,0
tap the last red link,tap,link,red,NONE,NONE,last,8,5,8,0,4
delete button to the left of the notifications,delete,button,NONE,left_of,notifications,NONE,3,1,0,3,3
paste blue text to the right of the first email,paste,text,blue,right_of,first email,NONE,6,9,2,5,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
trash button to the right of the menu,delete,button,NONE,right_of,menu,NONE,3,1,0,5,3
scroll down to the last tab to the right of the wi-fi,scroll,tab,NONE,right_of,wi-fi,last,7,8,0,5,4
click on red icon below the notifications,click,icon,red,below,notifications,NONE,1,3,8,2,3
remove button,delete,button,NONE,NONE,NONE,NONE,3,1,0,0,3
press and hold yellow icon,long-press,icon,yellow,NONE,NONE,NONE,4,3,10,0,3
copy text next to the settings,copy,text,NONE,next_to,settings,NONE,2,9,0,4,3
paste text above the first email,paste,text,NONE,above,first email,NONE,6,9,0,1,3
scroll to tab below the login,scroll,tab,NONE,below,login,NONE,7,8,0,2,3
launch icon,open,icon,NONE,NONE,NONE,NONE,5,3,0,0,3
select the 3rd purple link to the left of the last item,click,link,purple,left_of,last item,3rd,1,5,7,3,2
click the 2nd blue text,click,text,blue,NONE,NONE,2nd,1,9,2,0,1
remove button above the notifications,delete,button,NONE,above,notifications,NONE,3,1,0,1,3
tap the last red button above the home,tap,button,red,above,home,last,8,1,8,1,4
paste gray text next to the login,paste,text,gray,next_to,login,NONE,6,9,3,4,3
remove button to the right of the payment,delete,button,NONE,right_of,payment,NONE,3,1,0,5,3
launch the last icon to the right of the menu,open,icon,NONE,right_of,menu,last,5,3,0,5,4
trash button to the right of the wi-fi,delete,button,NONE,right_of,wi-fi,NONE,3,1,0,5,3
scroll to the 2nd yellow text to the right of the home,scroll,text,yellow,right_of,home,2nd,7,9,10,5,1
scroll down to the 1st text,scroll,text,NONE,NONE,NONE,1st,7,9,0,0,0
open menu,open,menu,NONE,NONE,NONE,NONE,5,6,0,0,3
launch tab to the right of the profile,open,tab,NONE,right_of,profile,NONE,5,8,0,5,3
press icon to the right of the payment,click,icon,NONE,right_of,payment,NONE,1,3,0,5,3
click the 1st button,click,button,NONE,NONE,NONE,1st,1,1,0,0,0
click purple switch,click,switch,purple,NONE,NONE,NONE,1,7,7,0,3
scroll to the 3rd menu to the right of the home,scroll,menu,NONE,right_of,home,3rd,7,6,0,5,2
open link,open,link,NONE,NONE,NONE,NONE,5,5,0,0,3
copy the 3rd blue text above the search,copy,text,blue,above,search,3rd,2,9,2,1,2
click the 1st red icon to the left of the last item,click,icon,red,left_of,last item,1st,1,3,8,3,0
open red button to the right of the login,open,button,red,right_of,login,NONE,5,1,8,5,3
launch button to the left of the cart,open,button,NONE,left_of,cart,NONE,5,1,0,3,3
scroll down to the 3rd white text,scroll,text,white,NONE,NONE,3rd,7,9,9,0,2
tap on gray icon,tap,icon,gray,NONE,NONE,NONE,8,3,3,0,3
click on switch to the right of the settings,click,switch,NONE,right_of,settings,NONE,1,7,0,5,3
launch pink button,open,button,pink,NONE,NONE,NONE,5,1,6,0,3
press button to the right of the search,click,button,NONE,right_of,search,NONE,1,1,0,5,3
paste blue text,paste,text,blue,NONE,NONE,NONE,6,9,2,0,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
copy the 3rd text,copy,text,NONE,NONE,NONE,3rd,2,9,0,0,2
press and hold yellow image below the search,long-press,image,yellow,below,search,NONE,4,4,10,2,3
scroll to blue text above the address,scroll,text,blue,above,address,NONE,7,9,2,1,3
press and hold button,long-press,button,NONE,NONE,NONE,NONE,4,1,0,0,3
click black switch next to the settings,click,switch,black,next_to,settings,NONE,1,7,1,4,3
paste text to the right of the login,paste,text,NONE,right_of,login,NONE,6,9,0,5,3
copy purple text,copy,text,purple,NONE,NONE,NONE,2,9,7,0,3
trash the 3rd blue image,delete,image,blue,NONE,NONE,3rd,3,4,2,0,2
copy gray text,copy,text,gray,NONE,NONE,NONE,2,9,3,0,3
press and hold icon,long-press,icon,NONE,NONE,NONE,NONE,4,3,0,0,3
tap link,tap,link,NONE,NONE,NONE,NONE,8,5,0,0,3
open black tab to the left of the search,open,tab,black,left_of,search,NONE,5,8,1,3,3
tap on switch below the last item,tap,switch,NONE,below,last item,NONE,8,7,0,2,3
click on tab next to the home,click,tab,NONE,next_to,home,NONE,1,8,0,4,3
click the 2nd pink button to the right of the settings,click,button,pink,right_of,settings,2nd,1,1,6,5,1
copy text to the right of the address,copy,text,NONE,right_of,address,NONE,2,9,0,5,3
tap link below the notifications,tap,link,NONE,below,notifications,NONE,8,5,0,2,3
scroll down to the 3rd text to the left of the first email,scroll,text,NONE,left_of,first email,3rd,7,9,0,3,2
copy blue text to the right of the payment,copy,text,blue,right_of,payment,NONE,2,9,2,5,3
click switch,click,switch,NONE,NONE,NONE,NONE,1,7,0,0,3
press and hold the 2nd black icon next to the first email,long-press,icon,black,next_to,first email,2nd,4,3,1,4,1
tap on checkbox,tap,checkbox,NONE,NONE,NONE,NONE,8,2,0,0,3
paste text next to the wi-fi,paste,text,NONE,next_to,wi-fi,NONE,6,9,0,4,3
copy text next to the search,copy,text,NONE,next_to,search,NONE,2,9,0,4,3
launch orange tab to the left of the wi-fi,open,tab,orange,left_of,wi-fi,NONE,5,8,5,3,3
remove text next to the notifications,delete,text,NONE,next_to,notifications,NONE,3,9,0,4,3
launch tab to the left of the address,open,tab,NONE,left_of,address,NONE,5,8,0,3,3
paste black text to the right of the wi-fi,paste,text,black,right_of,wi-fi,NONE,6,9,1,5,3
remove text to the left of the settings,delete,text,NONE,left_of,settings,NONE,3,9,0,3,3
open menu next to the checkout,open,menu,NONE,next_to,checkout,NONE,5,6,0,4,3
tap on checkbox to the right of the last item,tap,checkbox,NONE,right_of,last item,NONE,8,2,0,5,3
tap on the 2nd black checkbox,tap,checkbox,black,NONE,NONE,2nd,8,2,1,0,1
tap on the 1st tab above the payment,tap,tab,NONE,above,payment,1st,8,8,0,1,0
scroll to text,scroll,text,NONE,NONE,NONE,NONE,7,9,0,0,3
select pink text,click,text,pink,NONE,NONE,NONE,1,9,6,0,3
click on green checkbox next to the payment,click,checkbox,green,next_to,payment,NONE,1,2,4,4,3
press text to the right of the login,click,text,NONE,right_of,login,NONE,1,9,0,5,3
press and hold button below the login,long-press,button,NONE,below,login,NONE,4,1,0,2,3
copy yellow text,copy,text,yellow,NONE,NONE,NONE,2,9,10,0,3
copy the 2nd orange text above the home,copy,text,orange,above,home,2nd,2,9,5,1,1
long-press text above the payment,long-press,text,NONE,above,payment,NONE,4,9,0,1,3
long-press icon below the checkout,long-press,icon,NONE,below,checkout,NONE,4,3,0,2,3
tap link below the home,tap,link,NONE,below,home,NONE,8,5,0,2,3
remove orange image below the home,delete,image,orange,below,home,NONE,3,4,5,2,3
launch purple button,open,button,purple,NONE,NONE,NONE,5,1,7,0,3
scroll to the 1st tab above the login,scroll,tab,NONE,above,login,1st,7,8,0,1,0
tap green link below the help,tap,link,green,below,help,NONE,8,5,4,2,3
delete blue text,delete,text,blue,NONE,NONE,NONE,3,9,2,0,3
trash text below the wi-fi,delete,text,NONE,below,wi-fi,NONE,3,9,0,2,3
press black image,click,image,black,NONE,NONE,NONE,1,4,1,0,3
tap on gray button,tap,button,gray,NONE,NONE,NONE,8,1,3,0,3
paste the last text above the login,paste,text,NONE,above,login,last,6,9,0,1,4
remove text next to the wi-fi,delete,text,NONE,next_to,wi-fi,NONE,3,9,0,4,3
press and hold yellow image to the left of the search,long-press,image,yellow,left_of,search,NONE,4,4,10,3,3
scroll down to menu to the right of the cart,scroll,menu,NONE,right_of,cart,NONE,7,6,0,5,3
trash text next to the checkout,delete,text,NONE,next_to,checkout,NONE,3,9,0,4,3
paste black text,paste,text,black,NONE,NONE,NONE,6,9,1,0,3
copy the 1st pink text,copy,text,pink,NONE,NONE,1st,2,9,6,0,0
long-press the 1st green button,long-press,button,green,NONE,NONE,1st,4,1,4,0,0
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
scroll down to tab,scroll,tab,NONE,NONE,NONE,NONE,7,8,0,0,3
tap button to the right of the help,tap,button,NONE,right_of,help,NONE,8,1,0,5,3
press checkbox to the right of the payment,click,checkbox,NONE,right_of,payment,NONE,1,2,0,5,3
scroll down to menu,scroll,menu,NONE,NONE,NONE,NONE,7,6,0,0,3
launch menu above the first email,open,menu,NONE,above,first email,NONE,5,6,0,1,3
paste the 1st black text next to the cart,paste,text,black,next_to,cart,1st,6,9,1,4,0
click on image above the menu,click,image,NONE,above,menu,NONE,1,4,0,1,3
scroll to tab,scroll,tab,NONE,NONE,NONE,NONE,7,8,0,0,3
launch tab,open,tab,NONE,NONE,NONE,NONE,5,8,0,0,3
delete black image,delete,image,black,NONE,NONE,NONE,3,4,1,0,3
press link below the search,click,link,NONE,below,search,NONE,1,5,0,2,3
scroll down to gray tab,scroll,tab,gray,NONE,NONE,NONE,7,8,3,0,3
press and hold text,long-press,text,NONE,NONE,NONE,NONE,4,9,0,0,3
trash the 1st button,delete,button,NONE,NONE,NONE,1st,3,1,0,0,0
remove gray button,delete,button,gray,NONE,NONE,NONE,3,1,3,0,3
scroll to menu to the right of the last item,scroll,menu,NONE,right_of,last item,NONE,7,6,0,5,3
long-press image,long-press,image,NONE,NONE,NONE,NONE,4,4,0,0,3
launch the last blue tab,open,tab,blue,NONE,NONE,last,5,8,2,0,4
paste the last text to the right of the cart,paste,text,NONE,right_of,cart,last,6,9,0,5,4
launch white button next to the home,open,button,white,next_to,home,NONE,5,1,9,4,3
long-press text to the right of the cart,long-press,text,NONE,right_of,cart,NONE,4,9,0,5,3
copy black text,copy,text,black,NONE,NONE,NONE,2,9,1,0,3
delete text,delete,text,NONE,NONE,NONE,NONE,3,9,0,0,3
paste text below the payment,paste,text,NONE,below,payment,NONE,6,9,0,2,3
long-press image,long-press,image,NONE,NONE,NONE,NONE,4,4,0,0,3
open purple tab above the cart,open,tab,purple,above,cart,NONE,5,8,7,1,3
paste text above the menu,paste,text,NONE,above,menu,NONE,6,9,0,1,3
tap on the 1st checkbox next to the last item,tap,checkbox,NONE,next_to,last item,1st,8,2,0,4,0
press and hold icon,long-press,icon,NONE,NONE,NONE,NONE,4,3,0,0,3
paste the 2nd blue text below the menu,paste,text,blue,below,menu,2nd,6,9,2,2,1
tap icon below the last item,tap,icon,NONE,below,last item,NONE,8,3,0,2,3
long-press the 3rd yellow image to the left of the search,long-press,image,yellow,left_of,search,3rd,4,4,10,3,2
scroll down to menu below the login,scroll,menu,NONE,below,login,NONE,7,6,0,2,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
copy text to the left of the profile,copy,text,NONE,left_of,profile,NONE,2,9,0,3,3
delete blue text,delete,text,blue,NONE,NONE,NONE,3,9,2,0,3
press and hold button to the left of the cart,long-press,button,NONE,left_of,cart,NONE,4,1,0,3,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
copy the 2nd text next to the help,copy,text,NONE,next_to,help,2nd,2,9,0,4,1
tap on the 2nd button next to the payment,tap,button,NONE,next_to,payment,2nd,8,1,0,4,1
paste pink text below the home,paste,text,pink,below,home,NONE,6,9,6,2,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
tap tab below the last item,tap,tab,NONE,below,last item,NONE,8,8,0,2,3
trash the 2nd green image,delete,image,green,NONE,NONE,2nd,3,4,4,0,1
long-press image,long-press,image,NONE,NONE,NONE,NONE,4,4,0,0,3
click gray icon,click,icon,gray,NONE,NONE,NONE,1,3,3,0,3
launch the last pink icon to the right of the first email,open,icon,pink,right_of,first email,last,5,3,6,5,4
paste the 2nd text,paste,text,NONE,NONE,NONE,2nd,6,9,0,0,1
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
paste the last text,paste,text,NONE,NONE,NONE,last,6,9,0,0,4
copy purple text to the left of the wi-fi,copy,text,purple,left_of,wi-fi,NONE,2,9,7,3,3
launch tab,open,tab,NONE,NONE,NONE,NONE,5,8,0,0,3
tap on the 2nd black link above the notifications,tap,link,black,above,notifications,2nd,8,5,1,1,1
copy gray text next to the address,copy,text,gray,next_to,address,NONE,2,9,3,4,3
delete image below the first email,delete,image,NONE,below,first email,NONE,3,4,0,2,3
tap yellow icon,tap,icon,yellow,NONE,NONE,NONE,8,3,10,0,3
paste text below the notifications,paste,text,NONE,below,notifications,NONE,6,9,0,2,3
select checkbox,click,checkbox,NONE,NONE,NONE,NONE,1,2,0,0,3
copy pink text above the cart,copy,text,pink,above,cart,NONE,2,9,6,1,3
scroll down to tab to the right of the address,scroll,tab,NONE,right_of,address,NONE,7,8,0,5,3
press the 2nd image to the right of the login,click,image,NONE,right_of,login,2nd,1,4,0,5,1
tap on the 3rd black switch below the address,tap,switch,black,below,address,3rd,8,7,1,2,2
tap button,tap,button,NONE,NONE,NONE,NONE,8,1,0,0,3
copy the 2nd text,copy,text,NONE,NONE,NONE,2nd,2,9,0,0,1
delete the last text next to the profile,delete,text,NONE,next_to,profile,last,3,9,0,4,4
open tab above the checkout,open,tab,NONE,above,checkout,NONE,5,8,0,1,3
launch gray link to the right of the help,open,link,gray,right_of,help,NONE,5,5,3,5,3
click purple button below the last item,click,button,purple,below,last item,NONE,1,1,7,2,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
tap on the 1st yellow tab above the address,tap,tab,yellow,above,address,1st,8,8,10,1,0
open button,open,button,NONE,NONE,NONE,NONE,5,1,0,0,3
long-press yellow text below the first email,long-press,text,yellow,below,first email,NONE,4,9,10,2,3
copy the 3rd text,copy,text,NONE,NONE,NONE,3rd,2,9,0,0,2
tap tab next to the checkout,tap,tab,NONE,next_to,checkout,NONE,8,8,0,4,3
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
open blue tab,open,tab,blue,NONE,NONE,NONE,5,8,2,0,3
click on icon above the profile,click,icon,NONE,above,profile,NONE,1,3,0,1,3
tap the last tab,tap,tab,NONE,NONE,NONE,last,8,8,0,0,4
paste the 2nd red text next to the first email,paste,text,red,next_to,first email,2nd,6,9,8,4,1
press and hold green button,long-press,button,green,NONE,NONE,NONE,4,1,4,0,3
tap on yellow button,tap,button,yellow,NONE,NONE,NONE,8,1,10,0,3
paste the last text next to the cart,paste,text,NONE,next_to,cart,last,6,9,0,4,4
tap on switch,tap,switch,NONE,NONE,NONE,NONE,8,7,0,0,3
paste the 1st white text to the left of the address,paste,text,white,left_of,address,1st,6,9,9,3,0
copy text,copy,text,NONE,NONE,NONE,NONE,2,9,0,0,3
paste text above the address,paste,text,NONE,above,address,NONE,6,9,0,1,3
long-press red icon,long-press,icon,red,NONE,NONE,NONE,4,3,8,0,3
launch orange link below the menu,open,link,orange,below,menu,NONE,5,5,5,2,3
delete button to the right of the first email,delete,button,NONE,right_of,first email,NONE,3,1,0,5,3
click switch,click,switch,NONE,NONE,NONE,NONE,1,7,0,0,3
scroll down to menu next to the login,scroll,menu,NONE,next_to,login,NONE,7,6,0,4,3
click on button,click,button,NONE,NONE,NONE,NONE,1,1,0,0,3
paste text to the right of the checkout,paste,text,NONE,right_of,checkout,NONE,6,9,0,5,3
click white image above the login,click,image,white,above,login,NONE,1,4,9,1,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
trash image,delete,image,NONE,NONE,NONE,NONE,3,4,0,0,3
scroll to tab,scroll,tab,NONE,NONE,NONE,NONE,7,8,0,0,3
paste text,paste,text,NONE,NONE,NONE,NONE,6,9,0,0,3
tap on the 3rd tab below the last item,tap,tab,NONE,below,last item,3rd,8,8,0,2,2
scroll to text,scroll,text,NONE,NONE,NONE,NONE,7,9,0,0,3
paste the last yellow text,paste,text,yellow,NONE,NONE,last,6,9,10,0,4
delete black image,delete,image,black,NONE,NONE,NONE,3,4,1,0,3
tap link below the home,tap,link,NONE,below,home,NONE,8,5,0,2,3
copy text to the left of the menu,copy,text,NONE,left_of,menu,NONE,2,9,0,3,3
paste the 3rd text above the wi-fi,paste,text,NONE,above,wi-fi,3rd,6,9,0,1,2
paste text above the notifications,paste,text,NONE,above,notifications,NONE,6,9,0,1,3
open link above the checkout,open,link,NONE,above,checkout,NONE,5,5,0,1,3
paste purple text,paste,text,purple,NONE,NONE,NONE,6,9,7,0,3
